"Trap","Year","Start.date","Start.month","End.date","End.month","Empty","o/u","FHL","Family","Genus","Art","Species","Number","Stratum","TreeSp"
"10",2017,26,4,10,5,"3","u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",4,"Upper","Fraxinus"
"10",2017,26,4,10,5,"3","u","30-.005-.009-.","Dasytidae","Dasytes","aeratus","Dasytes aeratus",3,"Upper","Fraxinus"
"10",2017,26,4,10,5,"3","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","u","93-.104-.025-.","Curculionidae","Tychius","pusillus","Tychius pusillus",1,"Upper","Fraxinus"
"10",2017,26,4,10,5,"3","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",6,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","u","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","Adalia decempunctata",1,"Upper","Fraxinus"
"10",2017,21,6,5,7,"7","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",1,"Upper","Fraxinus"
"10",2017,5,7,19,7,"8","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",3,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","o","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","Calvia decemguttata",1,"Upper","Fraxinus"
"10",2017,5,7,19,7,"8","u","58-.004-.012-.","Latridiidae","Enicmus","rugosus","Enicmus rugosus",1,"Upper","Fraxinus"
"10",2017,13,9,27,9,"13","o","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",3,"Upper","Fraxinus"
"10",2017,13,9,27,9,"13","u","38-.020-.014-.","Buprestidae","Agrilus","convexicollis","Agrilus convexicollis",1,"Upper","Fraxinus"
"10",2017,13,9,27,9,"13","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Upper","Fraxinus"
"10",2017,30,8,13,9,"12","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Upper","Fraxinus"
"10",2017,21,6,5,7,"7","u","70-.004-.0021.","Oedemeridae","Nacerdes","carniolica","Nacerdes carniolica",1,"Upper","Fraxinus"
"10",2017,21,6,5,7,"7","u","93-.110-.006-.","Curculionidae","Curculio","glandium","Curculio glandium",1,"Upper","Fraxinus"
"10",2017,21,6,5,7,"7","u","91-.010-.001-.","Curculionidae","Polygraphus","grandiclava","Polygraphus grandiclava",1,"Upper","Fraxinus"
"10",2017,21,6,5,7,"7","u","68-.008-.002-.","Ptinidae","Oligomerus","brunneus","Oligomerus brunneus",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","o","93-.106-.021-.","Curculionidae","Anthonomus","rectirostris","Anthonomus rectirostris",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","o","27-.002-.008-.","Cantharidae","Cantharis","pellucida","Cantharis pellucida",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","o","27-.002-.018-.","Cantharidae","Cantharis","nigricans","Cantharis nigricans",1,"Upper","Fraxinus"
"10",2017,12,4,26,4,"2","o","93-.1101.011-.","Curculionidae","Archarius","pyrrhoceras","Archarius pyrrhoceras",1,"Upper","Fraxinus"
"10",2017,12,4,26,4,"2","o","62-.031-.002-.","Coccinellidae","Calvia","quatuordecimguttata","Calvia quatuordecimguttata",1,"Upper","Fraxinus"
"10",2017,12,4,26,4,"2","u","93-.178-.001-.","Curculionidae","Stereonychus","fraxini","Stereonychus fraxini",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","u","30-.005-.009-.","Dasytidae","Dasytes","aeratus","Dasytes aeratus",15,"Upper","Fraxinus"
"10",2017,13,9,27,9,"13","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Upper","Fraxinus"
"10",2017,5,7,19,7,"8","o","01-.079-.012-.","Carabidae","Dromius","quadrimaculatus","Dromius quadrimaculatus",1,"Upper","Fraxinus"
"10",2017,30,8,13,9,"12","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","o","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","o","23-.114-.007-.","Staphylinidae","Tachyporus","hypnorum","Tachyporus hypnorum",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","u","93-.1804.005-.","Curculionidae","Orchestes","quercus","Orchestes quercus",1,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","o","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",3,"Upper","Fraxinus"
"10",2017,21,6,5,7,"7","u","711.001-.001-.","Salpingidae","Lissodema","cursor","Lissodema cursor",1,"Upper","Fraxinus"
"10",2017,21,6,5,7,"7","u","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","Anaspis frontalis",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Brachygonus megerlei",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","u","27-.002-.008-.","Cantharidae","Cantharis","pellucida","Cantharis pellucida",1,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","u","01-.029-.010-.","Carabidae","Bembidion","lampros","Bembidion lampros",1,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","u","93-.044-.013-.a","Curculionidae","Sitona","sulcifrons sulcifrons","Sitona sulcifrons sulcifrons",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","u","54-.001-.001-.","Erotylidae","Tritoma","bipustulata","Tritoma bipustulata",1,"Upper","Fraxinus"
"10",2017,5,7,19,7,"8","o","88-.017-.071-.","Chrysomelidae","Cryptocephalus","pusillus","Cryptocephalus pusillus",1,"Upper","Fraxinus"
"10",2017,5,7,19,7,"8","o","73-.004-.022-.","Scraptiidae","Anaspis","flava","Anaspis flava",5,"Upper","Fraxinus"
"10",2017,5,7,19,7,"8","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","o","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",24,"Upper","Fraxinus"
"10",2017,16,8,30,8,"11","o","93-.110-.006-.","Curculionidae","Curculio","glandium","Curculio glandium",1,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","o","62-.031-.002-.","Coccinellidae","Calvia","quatuordecimguttata","Calvia quatuordecimguttata",2,"Upper","Fraxinus"
"10",2017,5,7,19,7,"8","u","711.001-.001-.","Salpingidae","Lissodema","cursor","Lissodema cursor",1,"Upper","Fraxinus"
"10",2017,5,7,19,7,"8","u","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","Anaspis frontalis",1,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",7,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","u","93-.110-.006-.","Curculionidae","Curculio","glandium","Curculio glandium",2,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","u","01-.079-.012-.","Carabidae","Dromius","quadrimaculatus","Dromius quadrimaculatus",1,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Brachygonus megerlei",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","o","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","Anaspis frontalis",7,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","81-.001-.001-.","Tenebrionidae","Lagria","hirta","Lagria hirta",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","62-.031-.002-.","Coccinellidae","Calvia","quatuordecimguttata","Calvia quatuordecimguttata",2,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Upper","Fraxinus"
"10",2017,12,4,26,4,"2","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",2,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","u","91-.011-.003-.","Curculionidae","Hylesinus","varius","Hylesinus varius",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","u","70-.006-.001-.","Oedemeridae","Chrysanthia","viridissima","Chrysanthia viridissima",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","u","73-.004-.022-.","Scraptiidae","Anaspis","flava","Anaspis flava",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","Calvia decemguttata",1,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",2,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","o","62-.027-.002-.","Coccinellidae","Oenopia","conglobata","Oenopia conglobata",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","o","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",1,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","u","23-.xxx-.xxx-.","Staphylinidae","Staphylinidae","spec.","Staphylinidae spec.",2,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","u","91-.011-.003-.","Curculionidae","Hylesinus","varius","Hylesinus varius",6,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",19,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","u","93-.110-.006-.","Curculionidae","Curculio","glandium","Curculio glandium",1,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","u","34-.038-.002-.","Elateridae","Stenagostus","rhombeus","Stenagostus rhombeus",1,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",1,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","u","01-.079-.012-.","Carabidae","Dromius","quadrimaculatus","Dromius quadrimaculatus",1,"Upper","Fraxinus"
"10",2017,29,3,12,4,"1","u","23-.xxx-.xxx-.","Staphylinidae","Steninae","spec.","Steninae spec.",1,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","u","87-.087-.001-.","Cerambycidae","Tetrops","praeustus","Tetrops praeustus",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","65-.xxx-.xxx-.","Ciidae","Ciidae","spec.","Ciidae spec.",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","30-.005-.008-.","Dasytidae","Dasytes","plumbeus","Dasytes plumbeus",1,"Upper","Fraxinus"
"10",2017,5,7,19,7,"8","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",4,"Upper","Fraxinus"
"10",2017,16,8,30,8,"11","o","88-.051-.xxx-.","Chrysomelidae","Longitarsus","spec.","Longitarsus spec.",1,"Upper","Fraxinus"
"10",2017,16,8,30,8,"11","u","34-.038-.002-.","Elateridae","Stenagostus","rhombeus","Stenagostus rhombeus",1,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","o","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",31,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","o","93-.1804.002-.","Curculionidae","Orchestes","betuleti","Orchestes betuleti",3,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",3,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",7,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","o","93-.110-.006-.","Curculionidae","Curculio","glandium","Curculio glandium",1,"Upper","Fraxinus"
"10",2017,10,5,23,5,"4","o","29-.006-.0032.","Malachiidae","Malachius","bipustulatus","Malachius bipustulatus",5,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","o","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","Anaspis frontalis",8,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","01-.079-.004-.","Carabidae","Dromius","agilis","Dromius agilis",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","u","30-.005-.009-.","Dasytidae","Dasytes","aeratus","Dasytes aeratus",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","93-.078-.005-.","Curculionidae","Rhyncolus","punctatulus","Rhyncolus punctatulus",4,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","90-.003-.001-.","Anthribidae","Tropideres","albirostris","Tropideres albirostris",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","u","30-.005-.008-.","Dasytidae","Dasytes","plumbeus","Dasytes plumbeus",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","60-.003-.001-.","Zopheridae","Pycnomerus","terebrans","Pycnomerus terebrans",1,"Upper","Fraxinus"
"10",2017,16,8,30,8,"11","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","73-.004-.022-.","Scraptiidae","Anaspis","flava","Anaspis flava",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","34-.016-.002-.","Elateridae","Melanotus","villosus","Melanotus villosus",1,"Upper","Fraxinus"
"10",2017,2,8,16,8,"10","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Upper","Fraxinus"
"10",2017,16,8,30,8,"11","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Upper","Fraxinus"
"10",2017,19,7,2,8,"9","u","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",1,"Upper","Fraxinus"
"10",2017,16,8,30,8,"11","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",4,"Upper","Fraxinus"
"10",2017,16,8,30,8,"11","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","Anaspis frontalis",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Brachygonus megerlei",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","711.001-.001-.","Salpingidae","Lissodema","cursor","Lissodema cursor",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"10",2017,23,5,7,6,"5","u","93-.078-.005-.","Curculionidae","Rhyncolus","punctatulus","Rhyncolus punctatulus",1,"Upper","Fraxinus"
"10",2017,7,6,21,6,"6","u","45-.006-.001-.","Dermestidae","Megatoma","undata","Megatoma undata",1,"Upper","Fraxinus"
"11",2017,26,4,10,5,"3","u","68-.0011.001-.","Ptinidae","Ptinomorphus","imperialis","Ptinomorphus imperialis",1,"Lower","Fraxinus"
"11",2017,26,4,10,5,"3","u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",2,"Lower","Fraxinus"
"11",2017,21,6,5,7,"7","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Lower","Fraxinus"
"11",2017,5,7,19,7,"8","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",2,"Lower","Fraxinus"
"11",2017,5,7,19,7,"8","u","34-.041-.002-.","Elateridae","Athous","vittatus","Athous vittatus",1,"Lower","Fraxinus"
"11",2017,5,7,19,7,"8","u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","Calvia decemguttata",1,"Lower","Fraxinus"
"11",2017,26,4,10,5,"3","o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Lignyodes enucleator",1,"Lower","Fraxinus"
"11",2017,29,3,12,4,"1","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Lower","Fraxinus"
"11",2017,29,3,12,4,"1","u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",3,"Lower","Fraxinus"
"11",2017,5,7,19,7,"8","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",7,"Lower","Fraxinus"
"11",2017,29,3,12,4,"1","o","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Lower","Fraxinus"
"11",2017,21,6,5,7,"7","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",3,"Lower","Fraxinus"
"11",2017,13,9,27,9,"13","o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","Phyllotreta vittula",1,"Lower","Fraxinus"
"11",2017,13,9,27,9,"13","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",3,"Lower","Fraxinus"
"11",2017,5,7,19,7,"8","u","27-.008-.005-.","Cantharidae","Malthinus","facialis","Malthinus facialis",1,"Lower","Fraxinus"
"11",2017,5,7,19,7,"8","u","34-.038-.002-.","Elateridae","Stenagostus","rhombeus","Stenagostus rhombeus",1,"Lower","Fraxinus"
"11",2017,2,8,16,8,"10","o","27-.008-.004-.","Cantharidae","Malthinus","balteatus","Malthinus balteatus",1,"Lower","Fraxinus"
"11",2017,26,4,10,5,"3","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",3,"Lower","Fraxinus"
"11",2017,21,6,5,7,"7","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",1,"Lower","Fraxinus"
"11",2017,26,4,10,5,"3","u","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Lignyodes enucleator",1,"Lower","Fraxinus"
"11",2017,10,5,23,5,"4","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Lower","Fraxinus"
"11",2017,2,8,16,8,"10","o","90-.010-.001-.","Anthribidae","Platystomos","albinus","Platystomos albinus",1,"Lower","Fraxinus"
"11",2017,5,7,19,7,"8","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Lower","Fraxinus"
"11",2017,2,8,16,8,"10","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Lower","Fraxinus"
"11",2017,12,4,26,4,"2","u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Litargus connexus",1,"Lower","Fraxinus"
"11",2017,5,7,19,7,"8","o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","Phyllotreta vittula",1,"Lower","Fraxinus"
"11",2017,2,8,16,8,"10","o","01-.079-.012-.","Carabidae","Dromius","quadrimaculatus","Dromius quadrimaculatus",1,"Lower","Fraxinus"
"11",2017,30,8,13,9,"12","o","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",1,"Lower","Fraxinus"
"11",2017,30,8,13,9,"12","o","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",3,"Lower","Fraxinus"
"11",2017,30,8,13,9,"12","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",4,"Lower","Fraxinus"
"11",2017,5,7,19,7,"8","o","27-.008-.005-.","Cantharidae","Malthinus","facialis","Malthinus facialis",1,"Lower","Fraxinus"
"11",2017,26,4,10,5,"3","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",3,"Lower","Fraxinus"
"11",2017,2,8,16,8,"10","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Lower","Fraxinus"
"11",2017,2,8,16,8,"10","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Lower","Fraxinus"
"11",2017,30,8,13,9,"12","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Lower","Fraxinus"
"11",2017,5,7,19,7,"8","u","73-.004-.022-.","Scraptiidae","Anaspis","flava","Anaspis flava",1,"Lower","Fraxinus"
"11",2017,26,4,10,5,"3","o","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","Adalia decempunctata",1,"Lower","Fraxinus"
"11",2017,26,4,10,5,"3","o","62-.031-.002-.","Coccinellidae","Calvia","quatuordecimguttata","Calvia quatuordecimguttata",2,"Lower","Fraxinus"
"11",2017,26,4,10,5,"3","u","23-.xxx-.xxx-.","Staphylinidae","Omaliinae","spec.","Omaliinae spec.",1,"Lower","Fraxinus"
"11",2017,26,4,10,5,"3","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",5,"Lower","Fraxinus"
"11",2017,26,4,10,5,"3","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",3,"Lower","Fraxinus"
"11",2017,29,3,12,4,"1","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Lower","Fraxinus"
"11",2017,26,4,10,5,"3","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Lower","Fraxinus"
